x0,x1,x2,y
1,0.332732422,0.29270416,1
1,0.207707031,0.519321402,1
1,0.332058594,0.331135129,1
1,0.322056641,0.167689609,1
1,0.272283203,0.780864258,-1
1,0.317753906,0.343057719,1
1,0.441599609,0.373698461,-1
1,0.407027344,0.59773107,-1
1,0.335324219,0.285592148,1
1,0.286871094,0.562133859,-1
1,0.310597656,0.227882992,1
1,0.282949219,0.568579621,-1
1,0.286144531,0.366892703,1
1,0.298080078,0.286725777,1
1,0.400380859,0.399318168,-1
1,0.238353516,0.475239648,1
1,0.266732422,0.456267746,1
1,0.351091797,0.22259184,1
1,0.340443359,0.193362742,1
1,0.246009766,0.585214488,-1
1,0.391966797,0.205191961,1
1,0.249175781,0.365925129,1
1,0.232691406,0.425691746,1
1,0.357373047,0.244588816,1
1,0.209605469,0.48677193,1
1,0.346427734,0.164630434,1
1,0.150349609,0.564090926,1
1,0.325902344,0.364426574,1
1,0.378525391,0.299356277,1
1,0.265375,0.491934922,1
1,0.265363281,0.330700125,1
1,0.301109375,0.394201734,1
1,0.192039063,0.557730473,1
1,0.351167969,0.698024145,-1
1,0.490160156,0.302196055,-1
1,0.296441406,0.585631016,-1
1,0.354365234,0.448306973,-1
1,0.261980469,0.574635203,-1
1,0.18025,0.57002832,1
1,0.200646484,0.465113691,1
1,0.394378906,0.263799074,1
1,0.314554688,0.488220281,-1
1,0.424701172,0.281744277,1
1,0.208490234,0.554395848,1
1,0.270833984,0.665419445,-1
1,0.255693359,0.560178086,-1
1,0.312603516,0.231395988,1
1,0.409234375,0.533873016,-1
1,0.331789063,0.281727457,1
1,0.417412109,0.123202145,1
1,0.248210938,0.415254668,1
1,0.331660156,0.30973682,1
1,0.363296875,0.269426289,1
1,0.407191406,0.613619988,-1
1,0.555054688,0.230500219,-1
1,0.516089844,0.41616323,-1
1,0.364384766,0.615972715,-1
1,0.344089844,0.686677313,-1
1,0.32459375,0.328649578,1
1,0.233755859,0.398672535,1
1,0.241603516,0.63046784,-1
1,0.272337891,0.564457887,-1
1,0.242419922,0.371714816,1
1,0.307859375,0.189691781,1
1,0.366195313,0.502314727,-1
1,0.27809375,0.57745752,-1
1,0.364214844,0.179329258,1
1,0.278492188,0.55361627,-1
1,0.203371094,0.744463672,-1
1,0.433919922,0.556021277,-1
1,0.213515625,0.658115527,-1
1,0.266773438,0.297165043,1
1,0.137513672,0.707598137,-1
1,0.176691406,0.437668422,1
1,0.195271484,0.402079395,1
1,0.362181641,0.407620309,-1
1,0.249697266,0.42321368,1
1,0.294248047,0.56721748,-1
1,0.306310547,0.281591359,1
1,0.245566406,0.637674637,-1
1,0.250123047,0.290177738,1
1,0.105300781,0.703863645,1
1,0.195306641,0.435196633,1
1,0.218792969,0.603110758,-1
1,0.207375,0.416448359,1
1,0.218628906,0.612565371,-1
1,0.328767578,0.18771052,1
1,0.322328125,0.487446977,-1
1,0.327511719,0.442823094,-1
1,0.424986328,0.443524699,-1
1,0.272103516,0.77069702,-1
1,0.236078125,0.365578445,1
1,0.253417969,0.387177516,1
1,0.263195313,0.676307367,-1
1,0.317074219,0.317289215,1
1,0.278216797,0.443071254,1
1,0.249501953,0.554868645,-1
1,0.321039063,0.382830473,1
1,0.358585938,0.497735199,-1
1,0.359550781,0.331560262,1
1,0.34665625,0.394837074,1
1,0.286550781,0.313672531,1
1,0.360019531,0.562129637,-1
1,0.340802734,0.203618492,1
1,0.183376953,0.487211941,1
1,0.490605469,0.135351891,1
1,0.383183594,0.451938578,-1
1,0.324820313,0.335684691,1
1,0.295472656,0.328751387,1
1,0.215728516,0.5430845,1
1,0.301978516,0.369306992,1
1,0.230177734,0.428686719,1
1,0.270878906,0.618482766,-1
1,0.23909375,0.358614449,1
1,0.231355469,0.331258441,1
1,0.245849609,0.399206113,1
1,0.341632813,0.35562218,1
1,0.26496875,0.346754691,1
1,0.231171875,0.604926469,-1
1,0.343521484,0.528639313,-1
1,0.352960937,0.526506016,-1
1,0.264537109,0.596288051,-1
1,0.196228516,0.43654677,1
1,0.170882812,0.564106125,1
1,0.276675781,0.264745094,1
1,0.286144531,0.382879691,1
1,0.161121094,0.570117328,1
1,0.234421875,0.380155051,1
1,0.318916016,0.251959813,1
1,0.290269531,0.655983109,-1
1,0.276603516,0.485792469,1
1,0.194339844,0.520890609,1
1,0.245792969,0.510138949,1
1,0.26440625,0.548442852,-1
1,0.252257813,0.361805273,1
1,0.236960938,0.482283066,1
1,0.235957031,0.404331668,1
1,0.329841797,0.490063781,-1
1,0.371972656,0.290798609,1
1,0.339390625,0.435904062,-1
1,0.360164063,0.464949844,-1
1,0.388599609,0.224611629,1
1,0.178009766,0.511038617,1
1,0.279689453,0.298022375,1
1,0.335859375,0.272494008,1
1,0.349392578,0.283575543,1
1,0.260296875,0.434115977,1
1,0.218880859,0.645144695,-1
1,0.25503125,0.349450906,1
1,0.2271875,0.379566258,1
1,0.388222656,0.297951949,1
1,0.301630859,0.596020188,-1
1,0.157275391,0.565953426,1
1,0.356314453,0.273765016,1
1,0.247650391,0.563670102,-1
1,0.119423828,0.706492051,1
1,0.240642578,0.680601508,-1
1,0.284697266,0.546754543,-1
1,0.287445313,0.350267832,1
1,0.293855469,0.436957551,1
1,0.164630859,0.621026219,1
1,0.189974609,0.576093656,1
1,0.140152344,0.578475535,1
1,0.263996094,0.317484789,1
1,0.367970703,0.279215398,1
1,0.201845703,0.514621859,1
1,0.294710938,0.27575916,1
1,0.233988281,0.480838602,1
1,0.325183594,0.242686617,1
1,0.359007813,0.29623991,1
1,0.363962891,0.32771327,1
1,0.351113281,0.238252691,1
1,0.17171875,0.678821926,-1
1,0.320914063,0.37311918,1
1,0.243917969,0.610568938,-1
1,0.321611328,0.337666445,1
1,0.261765625,0.345734715,1
1,0.166525391,0.54731775,1
1,0.27465625,0.474086953,1
1,0.239074219,0.336980363,1
1,0.24828125,0.376846797,1
1,0.254025391,0.556266578,-1
1,0.157554688,0.635714578,1
1,0.309761719,0.490242414,-1
1,0.333544922,0.318683863,1
1,0.302011719,0.68352759,-1
1,0.248308594,0.736976008,-1
1,0.196185547,0.504468664,1
1,0.344164063,0.267254914,1
1,0.385802734,0.555967188,-1
1,0.244019531,0.539031113,1
1,0.249826172,0.511730984,1
1,0.256189453,0.387884363,1
1,0.259328125,0.367946668,1
1,0.286769531,0.319774066,1
1,0.454595703,0.390625418,-1
1,0.382726563,0.199853758,1
1,0.405876953,0.215399387,1
1,0.403740234,0.535178996,-1
1,0.334035156,0.302536422,1
1,0.255583984,0.347648457,1
1,0.215099609,0.632750777,-1
1,0.196947266,0.451769477,1
1,0.222126953,0.588022801,1
1,0.252769531,0.449491777,1
1,0.284402344,0.198736805,1
1,0.225251953,0.381332906,1
1,0.301447266,0.320452102,1
1,0.325001953,0.542974953,-1
1,0.369914063,0.295281879,1
1,0.329251953,0.431309695,1
1,0.293558594,0.499519871,-1
1,0.310105469,0.619746129,-1
1,0.288615234,0.523939438,-1
1,0.340804688,0.479596121,-1
1,0.191236328,0.492535813,1
1,0.254884766,0.415928617,1
1,0.318351562,0.406779152,1
1,0.288068359,0.288730316,1
1,0.352601562,0.208849902,1
1,0.365654297,0.532759633,-1
1,0.248751953,0.76582452,-1
1,0.258353516,0.360601074,1
1,0.160617187,0.527066188,1
1,0.200015625,0.645287492,-1
1,0.313072266,0.293920066,1
1,0.232873047,0.485484746,1
1,0.251171875,0.351182168,1
1,0.268005859,0.268770246,1
1,0.141853516,0.563296449,1
1,0.136015625,0.676383816,1
1,0.234779297,0.46014307,1
1,0.362759766,0.542217473,-1
1,0.232652344,0.466720875,1
1,0.094498047,0.742298734,1
1,0.191324219,0.499350238,1
1,0.265480469,0.712563797,-1
1,0.285164063,0.375398984,1
1,0.219667969,0.411865355,1
1,0.214144531,0.497109914,1
1,0.245146484,0.427841609,1
1,0.266,0.240158059,1
1,0.143287109,0.626141203,1
1,0.315277344,0.551876176,-1
1,0.287322266,0.639901691,-1
1,0.252894531,0.37749418,1
1,0.428210937,0.557427113,-1
1,0.225722656,0.348303926,1
1,0.309070313,0.302319152,1
1,0.257041016,0.314282063,1
1,0.301742188,0.329338934,1
1,0.256947266,0.297802898,1
1,0.321142578,0.348779992,1
1,0.192757813,0.450513105,1
1,0.128171875,0.626279516,1
1,0.239927734,0.550877684,1
1,0.394306641,0.596672414,-1
1,0.367820313,0.35661893,1
1,0.294458984,0.541555316,-1
1,0.253154297,0.413075594,1
1,0.266259766,0.396473688,1
1,0.365371094,0.576231668,-1
1,0.265236328,0.498478082,1
1,0.223302734,0.443481059,1
1,0.268259766,0.388011805,1
1,0.339361328,0.65644902,-1
1,0.349021484,0.317570215,1
1,0.308046875,0.430592914,1
1,0.286037109,0.37168573,1
1,0.197628906,0.538833996,1
1,0.192865234,0.466511395,1
1,0.339800781,0.304172539,1
1,0.346939453,0.617079719,-1
1,0.207851562,0.423786094,1
1,0.361892578,0.34139084,1
1,0.339572266,0.526477402,-1
1,0.269390625,0.297542918,1
1,0.259904297,0.32047848,1
1,0.307796875,0.290622324,1
1,0.231847656,0.477114336,1
1,0.198521484,0.530051734,1
1,0.359005859,0.328413535,1
1,0.298896484,0.209050746,1
1,0.300533203,0.843731645,-1
1,0.315275391,0.408809602,1
1,0.356111328,0.272419805,1
1,0.184273438,0.562774703,1
1,0.326894531,0.403126801,1
1,0.391162109,0.738225539,-1
1,0.298285156,0.520321883,-1
1,0.318941406,0.150415516,1
1,0.262767578,0.373251207,1
1,0.319589844,0.416964734,1
1,0.111085938,0.724871469,1
1,0.251207031,0.438214711,1
1,0.204785156,0.589848113,1
1,0.299271484,0.337246422,1
1,0.148099609,0.535329242,1
1,0.289623047,0.270308063,1
1,0.315351563,0.493285988,-1
1,0.316353516,0.23423216,1
1,0.24146875,0.428673961,1
1,0.236097656,0.660819281,-1
1,0.344753906,0.499213316,-1
1,0.307503906,0.687207602,-1
1,0.409314453,0.311808781,1
1,0.271576172,0.387902574,1
1,0.370714844,0.484958957,-1
1,0.264220703,0.657304535,-1
1,0.246957031,0.336347883,1
1,0.399414063,0.632825637,-1
1,0.2655625,0.748180445,-1
1,0.225554688,0.340923711,1
1,0.283154297,0.234652355,1
1,0.311476563,0.439537672,1
1,0.299058594,0.33749027,1
1,0.19878125,0.428268422,1
1,0.168492188,0.451288469,1
1,0.248253906,0.50885975,1
1,0.170783203,0.606340715,1
1,0.203283203,0.577774809,1
1,0.328902344,0.254203703,1
1,0.240869141,0.40982391,1
1,0.227658203,0.439139027,1
1,0.339308594,0.384281727,1
1,0.277996094,0.382559473,1
1,0.285865234,0.33046557,1
1,0.251880859,0.342903207,1
1,0.350464844,0.367184688,1
1,0.209748047,0.462864277,1
1,0.236283203,0.450069922,1
1,0.197806641,0.534872598,1
1,0.205080078,0.406965355,1
1,0.202804688,0.453363422,1
1,0.289414063,0.404158961,1
1,0.270046875,0.432490277,1
1,0.365042969,0.30815498,1
1,0.215619141,0.56285823,1
1,0.301492188,0.306108953,1
1,0.232203125,0.412662555,1
1,0.242404297,0.370415582,1
1,0.246345703,0.493819789,1
1,0.327978516,0.426131016,1
1,0.323015625,0.369610578,1
1,0.261570312,0.378296379,1
1,0.332353516,0.355745977,1
1,0.314095703,0.241994801,1
1,0.354517578,0.557578664,-1
1,0.270128906,0.483906516,1
1,0.226587891,0.470838859,1
1,0.235259766,0.545776086,1
1,0.346337891,0.404899016,1
1,0.403617188,0.283232199,1
1,0.191535156,0.573015246,1
1,0.409285156,0.170335469,1
1,0.121,0.691320961,1
1,0.280779297,0.301658238,1
1,0.345974609,0.389322551,1
1,0.317160156,0.576261051,-1
1,0.331796875,0.270314605,1
1,0.258378906,0.396992449,1
1,0.254822266,0.26879502,1
1,0.335048828,0.361119121,1
1,0.250617188,0.31817768,1
1,0.247630859,0.561729488,-1
1,0.254859375,0.512990219,1
1,0.309203125,0.301566676,1
1,0.353980469,0.529695406,-1
1,0.276662109,0.392455992,1
1,0.267330078,0.382563414,1
1,0.287386719,0.297231914,1
1,0.336363281,0.581819348,-1
1,0.260138672,0.375478227,1
1,0.498820313,0.409005477,-1
1,0.312566406,0.469143352,-1
1,0.241400391,0.565498895,-1
1,0.653880859,0.499598953,-1
1,0.330275391,0.258611219,1
1,0.398580078,0.437473266,-1
1,0.214150391,0.623229559,-1
1,0.321304687,0.499199496,-1
1,0.212587891,0.41507059,1
1,0.195453125,0.528137672,1
1,0.238609375,0.512501113,1
1,0.246908203,0.764995895,-1
1,0.227109375,0.647603059,-1
1,0.350099609,0.613964566,-1
1,0.315007813,0.263983957,1
1,0.354904297,0.668698313,-1
1,0.193300781,0.474820051,1
1,0.205402344,0.450436883,1
1,0.265453125,0.398827996,1
1,0.296525391,0.313175852,1
1,0.263792969,0.678042543,-1
1,0.286058594,0.653215141,-1
1,0.168478516,0.510436316,1
1,0.297169922,0.308262965,1
1,0.260716797,0.522272691,1
1,0.166908203,0.550723406,1
1,0.073113281,0.782577941,1
1,0.278871094,0.539492996,-1
1,0.232402344,0.413483047,1
1,0.286400391,0.385054254,1
1,0.301919922,0.429316754,1
1,0.383888672,0.390438625,-1
1,0.285666016,0.374015816,1
1,0.376320313,0.313272133,1
1,0.228648438,0.616399609,-1
1,0.366365234,0.323123684,1
1,0.216644531,0.477290402,1
1,0.184816406,0.48258848,1
1,0.268738281,0.293651848,1
1,0.419726563,0.304025469,1
1,0.378554688,0.388652227,-1
1,0.260732422,0.427743891,1
1,0.2324375,0.596502746,-1
1,0.312976563,0.198879148,1
1,0.272011719,0.218255441,1
1,0.216169922,0.458951695,1
1,0.138642578,0.614235906,1
1,0.212523438,0.500398383,1
1,0.253410156,0.401230926,1
1,0.283441406,0.717961375,-1
1,0.250701172,0.513176941,1
1,0.227232422,0.411670605,1
1,0.184214844,0.810762449,-1
1,0.166548828,0.60693732,1
1,0.152121094,0.601900531,1
1,0.348619141,0.647866168,-1
1,0.391896484,0.247013059,1
1,0.31040625,0.581980496,-1
1,0.229591797,0.611899977,-1
1,0.260433594,0.381268352,1
1,0.410097656,0.323077207,1
1,0.241148437,0.277389004,1
1,0.244025391,0.51835766,1
1,0.235632812,0.393249961,1
1,0.23159375,0.321845512,1
1,0.253974609,0.40206759,1
1,0.199085938,0.463869855,1
1,0.271210938,0.679585301,-1
1,0.261007813,0.532982219,1
1,0.337882813,0.411189215,1
1,0.33196875,0.766465828,-1
1,0.319642578,0.428693227,1
1,0.273681641,0.395580496,1
1,0.338720703,0.449276125,-1
1,0.261277344,0.521069523,1
1,0.337837891,0.38910191,1
1,0.253818359,0.496139266,1
1,0.416556641,0.16935934,1
1,0.359714844,0.675184613,-1
1,0.357927734,0.365522773,1
1,0.308150391,0.359527859,1
1,0.335917969,0.473749719,-1
1,0.335882812,0.385238305,1
1,0.206734375,0.612724918,-1
1,0.308660156,0.310104516,1
1,0.147470703,0.694785176,-1
1,0.2603125,0.533870703,1
